word,0,1,2,3,4,5
Butterfly,9,13,14,22,207,4674
Butterfly Network,4,4,4,4,5,54
By,74,28861,49981,49981,49981,49981
By J Zupan,1,1,1,1,4,183
By Learning,2,17,748,1056,1190,3017
By Learning Approach,1,1,12,13,16,20
Byzantine,22,23,23,29,236,12367
Bzier,26,59,1803,33370,49908,49981
Bzier and,1,2,9,473,7680,17361
Bzier rectangles,1,1,1,1,3,9
C,20327,49981,49981,49981,49981,49981
C Despite Missing,1,1,1,1,1,1
C Modules,1,49,100,961,4348,15031
C Reference,2,59,86,596,849,2602
C and Java TCPSocket,1,1,1,1,1,1
C for Software,1,83,95,254,540,1127
C2,28,20873,49981,49981,49981,49981
C2 polygonal,1,1,7,35,64,209
CAD,82,615,38637,49981,49981,49981
CAD Invited,1,1,2,25,45,323
CAD Out of Daisy,1,1,1,1,1,1
CAD Tools for,1,3,3,118,241,329
CADCAM Systems,1,1,1,10,46,176
CADE13 ATP,1,1,1,1,3,37
CAPP Expert,1,1,1,40,314,744
CARETools,1,2,8,17,295,724
CASE,21,89,1411,42657,49981,49981
CASE Environment,2,2,7,46,798,946
CASE Tools Usage at,1,1,1,1,1,1
CATOCS or not to,1,1,1,1,1,1
CBR Hybrid Planner,1,1,1,1,1,1
CBR gleich KNN,1,1,1,1,1,1
CBR in Mesh,1,1,1,8,40,277
CCISs,1,2,62,6706,48689,49981
CCNUMAs,1,4,4,12,221,12173
CCT A,1,18,416,18002,49734,49981
CCT A New VLSI,1,1,1,1,3,6
CD2000 und DUCT und,1,1,1,1,1,1
CFRL A Language for,1,1,1,5,16,34
CGaAs,1,4,1639,20653,49723,49981
CHARM A Portable,1,1,1,1,5,10
CHEMAST,1,1,2,35,606,4721
CHIP,1,56,992,36705,49981,49981
CHIP System and Its,1,1,1,1,8,15
CIAC,2,46,1399,37929,49981,49981
CIAO,1,16,1250,39963,49981,49981
CICLOP,1,1,6,192,2501,39604
CINDOR in English,1,1,1,1,1,1
CIO Multimedia,1,1,4,325,456,484
CIP Method Component,1,1,1,1,1,1
CIT services,1,1,2,67,381,760
CLOVER A,1,1,2,18,261,2143
CLPRlin Revised,1,1,1,1,1,1
CLPchi for,1,1,1,6,301,2439
CM,239,29658,49981,49981,49981,49981
CM5,4,257,29766,49981,49981,49981
CMAC,3,70,1455,38406,49981,49981
CMNN,1,7,553,32316,49981,49981
CMOS,85,169,1686,40165,49981,49981
CMOS CurrentFeedback,1,2,2,2,2,3
CMOS Technology,3,5,7,15,282,436
CMOS Technology and,1,1,1,1,27,39
CMOS VCO with,1,1,1,1,1,5
CMOS VCO with a,1,1,1,1,1,2
COAST,1,15,206,3036,44266,49981
CODASYL,8,8,8,23,391,3976
COGNITO An Extended,1,1,1,1,1,1
COKO,1,18,644,26551,49981,49981
COLSYS A Collocation,1,1,1,1,1,1
COMPARE Ein Beitrag,1,1,1,1,1,1
COMQ in,1,1,10,154,13811,44255
COMQ in CELP Coding,1,1,1,1,1,1
CONDENSATION,1,1,1,1,2,2
COPS,2,87,1542,40485,49981,49981
COPSPR,1,1,9,390,2866,42362
CORBA Fulfill,1,1,1,1,1,3
CORBA Platform as,1,1,1,2,2,4
CORBA in Mobile,1,1,1,1,4,50
CORBAcompliant,1,2,3,3,6,28
CORGEN,1,2,15,221,1734,38704
COSMOS2D Ein System,1,1,1,1,1,1
COST11,1,1,6,83,1646,40312
COTS,26,65,1418,40159,49981,49981
CPS Pipelining,1,1,1,13,17,17
CPS Pipelining Comes,1,1,1,1,1,1
CPSTranslation of,1,1,1,10,20,85
CR,91,27721,49981,49981,49981,49981
CR 8570,1,1,1,3,178,2491
CRC,4,379,27721,49981,49981,49981
CRC Computation in,1,1,1,19,65,256
CRCW PRAM Can,1,1,2,2,4,8
CREDO HG,1,1,1,2,30,836
CRIL1065 D6S21 maps,1,1,1,1,1,1
CRIS,3,75,1646,40336,49981,49981
CRIS 82 Proceedings,1,2,2,2,6,11
CRISP,1,4,209,2514,42941,49981
CSCW for Film,1,1,1,1,1,8
CSL 92 San Miniato,1,1,1,1,1,1
CSLI,1,34,1427,39749,49981,49981
CSM,15,813,38446,49981,49981,49981
CSMA Protocol,1,1,4,36,473,578
CSP,45,795,38941,49981,49981,49981
CSP Nets,1,1,14,258,3146,20251
CSP combining,1,1,1,12,155,160
CSPs by Coloring the,1,1,1,1,1,1
CSSystemen am,1,1,2,13,37,289
CT,125,29261,49981,49981,49981,49981
CTAufnahmen der,1,1,1,1,1,5
CTR,5,523,34100,49981,49981,49981
CTR Computer,1,1,7,753,1194,2504
CUSeeMe,1,1,1,15,3747,38546
CViz An,1,1,3,287,7731,48026
CYC Using Common,1,1,1,4,8,13
Cache,147,486,8726,42125,49904,49981
Cache Behavior,3,3,5,23,94,250
Cache Fast Memory,1,1,1,1,1,7
Cache Models for,1,1,1,17,112,299
Cache Simulation,1,1,8,55,361,698
Cache for High,1,1,1,11,48,220
Cache in a,1,2,15,167,1212,7719
CacheCoherent Shared,1,1,1,1,1,2
Caching,58,191,1960,10096,30745,48362
Caching Scheme,5,5,6,47,108,267
Caching Scheme for,5,5,5,15,34,79
Caching for,4,9,83,414,1758,6773
Caching on the,2,3,9,36,143,572
Cactus Framework,1,1,1,1,23,275
Cadlab,1,1,596,5557,37209,49601
Calculating Path,1,1,5,8,18,55
Calculation of,24,38,54,490,1179,2889
Calculi,27,266,360,1667,23714,47811
Calculi and,3,3,13,29,249,1823
Calculi and Bhm,1,1,1,3,7,14
Calculi for,7,9,29,62,199,1610
Calculli for,1,8,28,34,91,284
Calculus,154,186,293,431,2358,19874
Calculus Interpreted,1,1,1,1,1,2
Calculus for,19,24,59,107,239,862
Calculus of,21,41,91,182,288,1711
Calculus of Lambda,1,1,1,1,3,12
Calendar,9,10,12,302,4571,37531
Calibration,45,51,56,926,4628,14732
Calibration from 4,1,4,4,7,24,34
Calibration of,13,20,32,307,1154,3682
Calibration of a,5,13,14,52,406,1264
California,15,15,15,15,92,4718
California USA,13,13,13,15,15,16
Call,92,3849,27810,49207,49981,49981
Call Admission,13,14,15,18,44,57
Call Control in,1,1,7,22,136,331
Call and Calendar,1,1,1,1,2,3
Call for,10,14,165,3241,19438,37725
Calls,15,150,8603,37448,49744,49981
Calls for,3,15,52,1127,8661,23248
Calls for Papers,2,7,8,8,8,12
Calm RISC8,1,1,3,3,7,54
Cambridge,21,21,23,31,209,5673
Cambridge Ring and,1,1,1,1,3,3
Camera,65,87,361,14111,47537,49911
Camera Matrix,1,1,1,5,34,130
Camera Orientation,1,1,1,1,4,41
Camera Pose for View,1,1,1,1,1,1
Cameras,13,69,165,1362,25806,49115
Campuses,1,2,14,1391,7497,29533
Can,198,26706,49628,49981,49981,49981
Can AI,1,9,742,10015,46166,49880
Can Any Stationary,1,1,1,1,1,6
Can Be,14,44,812,20245,48806,49935
Can Show Them the,1,1,1,1,1,1
Can They Go,1,1,3,6,38,1233
Can WLN hold fast,1,1,1,1,1,1
Can You Do,1,2,5,12,60,2299
Can large disk,1,1,1,1,5,12
Canada,27,29,317,18539,42025,49743
Cancellation,4,4,5,60,626,4308
Candidates,2,11,12,13,223,4220
Cannot Get What,1,1,1,1,1,2
Canonical Functional,1,1,1,1,3,6
Canonical Recoding,1,1,1,1,2,8
Capabilities,33,36,36,126,162,320
Capability,28,63,125,1174,1578,2745
Capability Maturity,3,3,3,3,3,3
Capability of,7,9,39,304,449,1217
Capable of Version,1,1,1,1,1,2
Capacitated Graphs,1,1,1,2,2,6
Capacity,77,112,121,233,3180,18955
Capacity Constraints,2,3,3,3,13,48
Capacity Planners,1,1,1,26,26,29
Capacity Planning,23,23,24,25,28,40
Capacity Plans,2,26,26,39,53,82
Capacity Plans to,1,1,1,2,28,35
Capacity Tuning of,1,1,1,1,1,3
Capacity on Time,1,1,1,1,7,24
Capita,6,7,524,11693,46212,49856
Caps in,1,16,284,6115,32492,49222
Caps in Projective,1,1,1,1,4,11
Captioning in a,1,1,1,3,24,291
Capture,26,53,650,4869,23993,49145
Capture as Knowledge,1,1,1,1,1,5
Capturing Real,1,1,1,11,31,113
Capturing and,4,5,12,38,244,1206
Car,263,18676,49663,49981,49981,49981
CardEye A Trinocular,1,1,1,1,1,1
CardS4 Modal,1,1,1,1,18,220
Cardinal,40,44,74,766,11528,36101
Cardinals and,6,6,8,13,50,490
Care,29,3685,35682,49909,49981,49981
Carlo,49,84,2493,45501,49871,49981
Carlo Algorithm,5,7,7,180,915,2273
Carlo Approach,3,4,6,189,602,1383
Carlo Methods in,1,1,2,17,43,109
Carlo of Unsteady,1,1,1,1,2,3
Carolina,2,2,43,129,8812,40091
CarrySelect,1,1,1,11,142,762
Cartesian,11,12,12,203,2723,31986
Cartoon,4,5,37,19416,34748,49110
Cartwheeling Through,1,1,1,1,1,1
Carving and,1,1,87,593,1853,7074
Cascade,18,23,40,1048,18575,47660
Cascaded,6,18,23,118,5040,25186
Cascading,4,4,4,111,3835,18299
Case,516,6165,28450,49879,49981,49981
Case Based Reasoning,4,33,33,33,45,50
Case Study,209,233,288,455,996,2105
Case Study Using,3,5,5,42,53,122
Case Study in,33,40,118,247,282,464
Case Study of,36,51,114,325,449,561
Case Study using an,1,1,2,6,10,42
Case Western Reserve,1,1,1,1,1,1
Case for,18,64,605,7700,21489,42846
Case for TPS,1,1,7,26,175,1718
Case of,26,88,1058,9636,31860,49209
CaseBased,56,73,163,894,3346,7892
CaseBased Approach,4,5,8,40,110,140
CaseBased Reasoning,28,32,33,38,49,59
Cases,45,1273,10605,39915,49879,49981
Cases Relevant,1,1,2,3,13,74
Caster and,1,4,15,370,2173,13735
Caster and its,1,1,2,15,50,252
Catalog,21,54,95,809,28216,48061
Catalogue,4,6,26,139,291,8556
Cataloguing of,1,2,3,7,10,34
Categorial,8,37,85,281,595,5571
Categorical,28,38,61,91,371,1458
Categorical Models,2,2,3,3,5,28
Categories Recursion,1,1,1,1,1,1
Categories for,2,2,11,120,140,314
Catenative Formulas,1,1,1,1,2,4
Cauchy,5,5,331,5855,32753,49758
Caucusbased,1,1,1,2,52,513
Caught inon the,1,1,1,1,1,6
Causal,60,78,149,9315,41830,49824
Causal History,1,1,1,3,8,55
Causation and,1,1,2,213,1344,2537
Caveat emptor,1,1,1,1,1,8
Cayley Graphs,6,7,8,18,123,400
Cayley Version 4 The,1,1,1,1,1,1
Cell Discharge,1,1,1,3,4,9
Cell Model,1,1,27,1228,2969,4997
Cell Structures,2,2,4,141,534,917
Cell Suppression,1,1,1,4,9,16
Cello A Disk,1,1,1,1,4,50
Cells,23,293,5016,39757,49845,49981
Cellular,123,149,150,715,2655,25709
Cellular Automata,41,43,49,50,51,56
Cellular Automata on,2,5,24,44,49,50
Cellworks,1,1,2,1555,3416,6446
CenSSIS Image,1,1,1,1,1,47
Center,75,228,9342,31985,48230,49939
Center for,3,3,26,730,3997,19353
Centers,9,76,678,13568,38032,49223
Central,37,85,2848,8706,33727,49396
Central Points for,1,1,1,1,1,4
Cerebellum as,1,1,1,2,3,4
Certain,34,172,322,8078,39010,49679
Certain Families of,1,1,1,1,2,7
Certains Langages,1,1,1,1,1,3
Certificate Use,1,1,4,13,14,46
Certification,32,33,542,1130,1699,3745
Certification Debate,1,1,1,1,2,16
Certification of,20,21,241,344,701,1425
Chain,98,579,6638,43303,49875,49981
Chain Integration,2,2,2,3,120,284
Chain Monte Carlo,5,6,6,6,17,35
Chains and,4,7,26,284,3481,11452
Chair,48,598,3266,31556,49905,49981
Chairman,19,22,26,580,3804,29525
Chairmans,9,20,22,76,728,6943
Chairmans Column,1,2,2,2,2,2
Chairmans Message,8,8,8,15,15,15
Chairmen,1,20,29,399,5555,32720
Chairs Message,7,7,7,15,21,116
Chaitins Toylisp on,1,1,1,1,1,1
Challenge,112,136,136,267,976,9678
Challenge 96,1,2,34,120,136,197
Challenge How,1,1,19,62,126,148
Challenges,67,125,136,168,333,1668
Challenges Facing,1,1,1,1,32,42
Challenges for the,2,7,9,20,29,51
Challenges of,11,30,79,117,151,248
Change A First,1,1,1,2,5,35
Change Part,1,1,4,33,275,1672
Change in,9,25,110,510,3895,21989
Changes,28,125,550,3358,24154,48972
Changes in Camera,1,1,1,1,4,12
Changes to Formal,1,1,1,1,1,3
Changing,26,39,111,2344,14342,33119
Channel,185,220,354,1541,15926,48170
Channel Detection,2,2,5,6,12,91
Channel Interference,2,3,3,3,4,7
Channel Sensing,1,1,1,4,29,70
Channels,67,192,250,483,3051,26953
Channels are,2,2,12,59,182,300
Channels in,6,14,49,199,409,1585
Channels in LANs,1,1,1,1,8,18
Chaos,20,64,3516,33138,49860,49981
Chaos Engineering in,1,1,1,1,8,46
Chaos and,3,3,20,569,6918,15903
Chaos on the Net,1,1,1,1,4,30
Chaotic,19,22,257,4001,32054,48366
Chaotic Systems,1,1,3,9,66,555
Chaotic behavior of,1,1,1,1,5,9
Character,375,454,457,463,1110,14636
Character Design,1,1,1,28,55,285
CharacterBased,1,1,2,5,182,471
Characteristic,87,102,116,309,408,454
Characteristic Sets,1,1,2,8,90,102
Characteristics,67,99,102,118,317,414
Characteristics of,26,37,62,103,209,242
Characterization,142,174,174,216,323,517
Characterization of,78,126,152,170,206,277
Characterizations,27,145,174,174,285,346
Characterizing,42,50,50,207,350,470
Characterizing and,6,7,8,44,72,77
Characterizing the,8,9,16,45,51,63
Characters,33,383,454,458,651,2461
Characters Using,4,5,5,17,72,131
Characters in,4,7,72,387,473,563
Charakterisierung,2,2,2,2,7,51
Chargeback,4,4,4,7,408,1184
Chart Parsing of,1,1,1,2,6,14
Charts Detection and,1,1,1,2,10,36
Cheap,8,18,2536,32144,49871,49981
Cheap Concurrent,1,1,1,4,62,258
Cheap or Algorithms,1,1,1,1,1,14
Cheaper than DASD,1,1,1,1,1,1
Cheating at Mental,1,1,1,1,1,1
Chebyshev,10,10,11,12,24,1268
CheckOffM model,1,1,1,1,1,1
Checked Proof,3,3,3,4,11,82
Checking,187,215,227,1158,10985,34251
Checking Sequences,1,1,1,2,8,21
Checking a,16,152,212,329,1880,10496
Checking and,13,15,37,220,909,2082
Checking for,17,23,72,190,621,1522
Checking of,19,39,156,243,936,3160
Checking of Infinite,1,1,1,2,4,5
Checkpointing,16,20,21,28,30,238
Checkpoints with Age,1,1,1,1,1,1
Chemical,54,112,133,1557,6010,29707
Chemical Structure,8,8,19,28,43,89
Chemistry,23,37,39,74,360,7722
Chemistry Preprints,1,1,1,1,1,1
Chemistry Vol I,1,2,4,6,13,23
Chemistry the first,1,1,1,1,1,1
Chemometric QSAR,1,1,1,1,1,3
Chess,12,22,7185,38133,49765,49981
Chess Program,2,2,6,53,784,2071
Chess with a,1,1,5,106,899,2295
ChiSquare,1,1,2,65,145,3462
Chief,11,12,1127,29679,49891,49981
Chief End to,1,1,1,1,9,177
Chief End to End,1,1,1,1,1,3
Children,12,17,17,158,2108,25576
Children of,1,1,4,12,21,213
Chile The,1,1,4,127,1744,13441
Chimera Hypertext,1,1,1,1,3,25
China,7,61,5098,43968,49875,49981
Chinese,51,52,302,2807,23697,49117
Chocolate IceCream,1,1,1,1,1,1
Choice,55,72,617,12308,46928,49925
Cholesky,8,9,10,15,879,16242
Chorales,2,2,16,256,5854,38435
Chorales in the,2,2,2,2,12,172
Chordal,17,20,27,2689,24295,47725
Chordal Graphs,8,11,12,12,41,100
Chordal Graphs and,2,2,3,3,12,18
Chordal and Dually,1,1,1,1,1,2
Chordally signed,1,1,1,1,1,1
Chow,2,147,19516,49231,49981,49981
Chow Parameters in,1,1,1,5,12,23
Chuas circuit A,1,1,1,1,3,24
Chunks,2,6,90,4553,34517,49785
ChurchRosser,3,3,3,3,4,6
ChurnManagement bei,1,1,1,1,1,1
Cipher,35,52,473,12533,46853,49921
Ciphers,16,36,67,1899,22672,48935
Circles Around,1,1,1,1,1,10
Circuit,318,387,452,2146,24956,48383
Circuit Board,7,7,10,29,81,171
Circuit Partitioning,4,4,6,7,9,28
Circuit for Large,1,1,1,1,7,19
Circuitry,6,6,318,417,656,5974
Circuits,206,358,408,462,3144,31914
Circuits for,10,18,27,126,417,1533
Circuits in Large,1,1,1,2,8,19
Circuits via Partial,1,1,1,1,3,4
Circular,29,48,72,900,4771,26151
Circular Attributes,1,1,1,1,1,4
CircularArc,3,9,10,33,54,143
Circularity Problem,1,1,1,1,2,4
Circumscription,18,18,19,19,20,62
Circumvent,3,4,4,8,2380,5385
Citation Networks,1,1,33,71,166,297
Cited by Multiple,1,1,1,2,5,26
Cities Research and,1,1,1,1,8,22
Citizen,3,4,50,5135,38021,49219
City On,1,4,852,4323,25548,49277
City On the,1,2,38,146,1013,4912
Civil,4,11,1555,32652,49485,49981
Civil Lawsuits,1,1,1,1,1,1
ClariNet a,1,1,2,3,138,2311
Class,741,999,3396,30931,49744,49981
Class An,2,10,210,1076,6073,31766
Class Diagram from,1,2,2,2,4,8
Class Evolution in,1,1,2,3,15,31
Class Sums on,1,1,1,2,4,106
Class of,92,112,685,2637,9683,32492
Class of Markov,1,1,1,2,10,60
ClassBased,2,2,61,129,1123,3950
Classes,121,166,894,3473,19489,46945
Classes of,45,61,190,353,2247,7938
Classes of Automata,2,2,2,2,3,7
Classes of H Systems,1,1,1,2,3,4
Classes with,5,9,11,64,340,1487
Classical,31,38,42,468,2876,9643
Classification,252,314,330,335,459,1666
Classification for,6,8,92,222,306,349
Classification of,58,85,215,300,368,693
Classifications,5,255,315,330,340,697
Classifier,91,111,372,492,784,2217
Classifier Device,1,1,1,2,3,38
Classifiers,38,98,112,372,642,974
Classifiers Based on,4,4,5,5,5,7
Classifiers for Text,1,1,1,2,5,9
Classify,26,370,509,863,1710,18120
Classify Text from,1,1,1,1,1,1
Clause,30,171,1890,12217,45816,49920
Cleaning System,1,1,1,51,371,758
Cleansing,2,9,11,897,5563,24229
Cleansing and The,1,1,1,2,6,52
Cleanup,1,1,18,353,9649,47124
Client,73,107,2823,25580,49151,49931
ClientServer,34,35,41,44,84,365
Clients,12,78,173,5562,34436,49574
Climate,6,7,344,6117,33332,49265
Climate Model,4,4,5,7,120,893
Clinical Guidelines,1,2,2,2,2,4
Clique Problem,3,4,5,26,165,862
Clock,54,373,1348,27826,49683,49981
Clocked Adversaries,1,1,1,1,1,1
Clocking,4,57,304,1721,11710,33655
Clocks,11,105,546,8539,38958,49851
Clone,5,114,8738,45527,49934,49981
Clone Orderings,1,1,1,5,18,58
Cloning,5,14,1203,9528,31359,48282
Closed,63,86,354,10352,44265,49915
Closed Categories,2,2,2,2,4,17
Closed Markovian,1,1,1,1,1,8
Closed Queueing,2,2,2,3,10,57
ClosedForm,4,6,11,20,92,811
ClosedWorld,4,5,5,10,44,247
Closest,5,8,101,3723,27557,49049
Closure,54,70,164,2295,20677,48936
Closure Computation,2,2,2,4,9,121
Closure Test,1,1,1,3,60,282
Cloud data,1,1,1,13,346,2795
Cluster,330,438,522,4987,28943,48727
Cluster Computing,8,8,9,16,69,213
Cluster Computing in,1,2,3,8,12,26
Cluster Environment,1,1,1,6,44,176
Clustered Keys,1,1,1,9,26,60
Clustering,173,224,225,508,1171,7939
Clustering 1,1,134,211,226,415,1064
Clustering KBG,1,1,4,134,211,232
Clustering Mechanism,1,1,1,1,5,11
Clustering on the,2,2,2,10,54,134
ClusteringL,1,173,224,225,508,1177
Clusters,59,351,447,1137,10177,35794
Clusters of,11,20,38,195,741,3840
Cluttered 3D Scenes,1,1,1,2,2,2
Co Ni Cu,1,1,1,2,737,20318
CoDesign VHDL,1,1,1,1,5,70
CoOccurrences,2,5,10,18,134,447
CoT,1,13455,48862,49981,49981,49981
Coach for,1,198,208,1237,7315,20454
Coalgebra,11,13,69,590,1513,10865
Coarse,15,88,1577,20906,48789,49924
Cocktail Party,1,1,2,2,2,4
Coda File System to,1,1,1,1,3,9
Codasyl and,1,1,1,34,324,2368
Code,459,4907,29445,49892,49981,49981
Code DSCDMA,1,1,1,6,12,76
Code Division,2,2,3,20,48,271
Code Generation,41,42,65,200,485,660
Code Generation A,2,30,42,59,178,421
Code How,1,1,51,344,3512,31855
Code Inspection Have,1,1,1,1,2,3
Code Optimization in,1,1,3,15,49,169
Code Optimized for,1,1,1,3,5,12
Code Optimizers,1,1,2,6,10,42
Code Processing,1,1,2,239,512,621
Code Scheduling,3,3,4,213,381,492
Code for the,4,7,98,518,1487,4725
Code in,5,27,1287,8294,35934,49651
Code on,3,30,447,5184,33089,49444
Code under,1,1,1,115,577,6126
CodeBased MPLS,1,1,1,1,2,32
Coded Video,4,7,10,50,210,838
Codes,187,593,9822,41523,49909,49981
Codes Based on Very,1,1,1,1,4,8
Codes Having,1,1,1,12,57,205
Codes Having no,1,1,1,1,2,15
Codes an,18,37,362,2948,17207,42268
Codes an Overview,1,1,1,2,10,21
Codes and,17,28,251,2201,8798,21609
Codes and Related,2,2,3,11,27,51
Codes and Their,2,2,5,55,130,225
Codes for,17,51,824,3716,12697,25907
Codes from,2,4,46,341,1866,6566
Codes over,6,7,10,132,626,5214
Codes with a,3,12,28,153,1001,2725
Codesign Case Study,1,1,2,2,3,15
Codesign of,1,3,52,418,837,3374
Coding,168,328,4113,27357,47598,49860
Coding Dead,1,1,2,34,266,2205
Coding Method,4,5,15,140,432,1015
Coding Method For,1,1,3,6,37,120
Coding Revisited,1,1,3,7,29,45
Coding Systems,1,2,31,339,1105,2840
Coding Using,13,16,43,198,778,1836
Coding and,10,18,202,1584,5160,14396
Coding by,4,8,150,536,4445,22822
Coding for,13,25,142,1028,5104,17315
Coding for GSM,1,1,6,15,47,270
Coding for Large,1,1,2,13,31,96
Coding for Noisy,2,2,3,4,6,29
Coding for Variable,1,2,2,2,2,6
Coding is,1,20,139,605,5876,26425
Coding is NPHard,1,1,1,1,1,6
Coding of,21,64,267,1635,11559,31800
Coding of 3D,2,3,25,64,287,1821
CodingRestorationand,1,1,1,1,1,1
Codings,1,178,756,6287,33454,48873
Coefficient,35,42,115,922,1024,1339
Coefficients,29,39,42,115,922,1059
Coexistence of,3,3,10,43,59,271
Coffee Using,1,1,1,7,78,1112
Cognitive,95,108,128,656,3191,16979
Cognitive Hacking of,1,1,2,3,3,6
Cognitive Packets,1,1,1,1,7,46
Cognitive Point,1,1,2,8,66,115
Cognitive Science,8,8,9,9,9,39
Cognitive Study,2,2,2,12,45,132
Coherence,42,53,359,988,2723,16048
Coherence Protocols,4,7,8,9,10,14
Coherence and Data,1,1,2,3,15,27
Coherence in Virtual,1,1,1,1,1,4
Coherency Protocol,1,8,8,9,9,20
Coherent,21,71,89,1652,14970,39983
Coinduction An,1,1,4,8,90,731
Coinland,1,1,13,1771,8449,34933
Coins Weights,1,1,1,4,31,77
Cointegration of,1,1,10,104,151,563
Collaboration,51,70,213,244,301,983
Collaborative,143,162,217,235,312,565
Collaboratory,1,3,3,207,269,312
Collages,2,7,24,494,5055,30770
Collapse,5,8,14,567,4699,30512
Collection,69,94,356,1256,4785,19793
Collection Schemes,1,1,1,5,14,42
Collection on the,1,1,3,9,50,159
Collections,18,75,124,444,1602,7897
Collections for,1,7,11,41,193,650
Collective,27,31,113,367,1674,5850
Collective Behaviour,1,1,1,1,2,4
Colleges,2,12,17,393,5471,28743
Collision,34,49,55,393,4464,20160
CollisionFree Paths,1,1,1,1,2,3
Collusions,2,9,45,216,1348,5509
Colocation Patterns,1,1,1,1,5,11
Colocation Rules,1,1,1,1,62,110
Colonies as Systems,1,1,1,1,1,2
Colony Optimization,4,4,7,8,55,248
Colony of AntLike,1,1,1,1,1,1
Color,164,398,5777,40373,49787,49981
Color Image,31,31,40,128,491,1180
Color Image Texture,1,1,1,1,6,11
Color Image via the,1,1,1,1,1,2
Color Images,11,31,35,50,262,664
Color Images Using,4,4,4,4,15,36
Color Sensitive,1,1,1,2,13,49
Color Set Size,1,1,1,1,2,13
Color in,1,62,311,974,11360,41962
Colour quantization,1,1,3,3,7,28
Colourful Linear,1,1,1,1,1,1
Column,28,40,351,15517,44852,49847
Column An,3,4,14,41,575,12179
Column guest authors,1,1,1,1,1,1
Comaprison of,1,1,185,215,308,697
Combat,3,37,4718,17874,46312,49860
Combination with,2,5,6,29,118,348
Combinational,23,28,77,443,728,2540
Combinations,11,82,122,442,1949,6773
Combinatoires du,1,1,2,2,7,47
Combinator,121,143,217,274,608,7382
Combinatorial,91,104,115,163,220,263
Combinatorics on,1,6,8,15,107,213
Combinators,8,123,154,230,285,1320
Combinatory,9,121,143,219,290,894
Combined,48,65,414,1060,8184,33482
Combining,144,156,193,1266,4629,17906
Combining Atomic,1,1,1,3,22,108
Combining Functions,2,2,2,4,5,16
Combining Knowledge,3,3,3,4,6,36
Combining Model,2,2,2,21,108,244
Combining Partitions,1,1,1,1,1,10
Combining Symbolic,4,4,4,5,9,19
Come,10,7789,33316,49887,49981,49981
Come to,1,7,184,7240,37453,49190
Coming,2,207,3994,30124,47801,49859
Command Interpreter,1,1,1,1,2,10
Command and,5,5,9,26,377,4409
CommandControl,1,1,1,1,18,214
Comment,73,85,3053,14491,31014,48607
Comments,59,74,492,4279,17663,37303
Comments on Bykats,1,1,1,2,3,26
Comments on M S,1,1,12,54,69,104
Comments on T,7,55,65,79,160,856
Comments on Using,1,1,1,3,18,77
Comments on papers,1,1,1,2,8,45
Comments on the,5,14,29,78,142,380
Commerce,104,174,182,1075,9396,30881
Commerce Services,1,1,1,1,5,11
Commerce Who,1,2,12,67,128,255
Commerce on,2,15,68,191,402,2268
Commercial ADP Staff,1,1,1,1,1,1
Commercial Database,2,2,2,3,4,11
Commercial Workload,1,1,1,1,1,3
Commerical and,1,1,1,8,41,185
Commit Algorithms,1,1,1,3,50,631
Commit Algorithms in,1,1,1,1,3,21
Commitee,2,49,67,1588,7825,31489
Commitment,25,29,29,165,784,9800
Committed Prior,1,1,1,2,8,17
Committees,4,20,28,56,431,2976
Common,93,1119,2492,17345,43773,49746
Common Divisors,1,5,6,7,7,11
Common Framework,6,6,7,7,83,166
Common Solution for,1,1,1,1,5,13
Commons,11,96,1331,4739,23824,46542
Commonsense,9,14,19,23,346,1066
Communicating,50,55,618,795,877,1667
Communication,558,776,844,855,1736,3195
Communication Links,1,2,3,53,182,546
Communication Tools,1,2,2,14,167,535
Communication and,26,36,109,441,714,920
Communication in a,4,42,64,178,513,816
Communication of,6,28,397,666,923,1214
Communication over,1,9,25,178,479,728
Communication with,8,9,17,149,461,743
Communicationinduced,1,1,1,1,1,32
Communications,87,613,807,847,1019,2007
Communities,20,30,31,109,902,4081
Community,46,76,710,1122,4783,13245
Community College,1,1,1,1,2,9
Community Network,4,4,4,4,7,77
Commutative Algebra,3,3,3,3,6,10
CommutativityBased,1,1,1,2,2,7
Commuting Objects,1,1,2,2,8,37
Compact,66,120,3326,8115,26096,48198
Compact Cardinals,2,3,3,3,3,6
